age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,year
38.0,management,married,tertiary,no,126.0,yes,no,,21.0,5,164.0,2.0,-1.0,0.0,unknown,no,2022
32.0,self-employed,married,secondary,no,-33.0,yes,no,,28.0,5,234.0,3.0,-1.0,0.0,unknown,no,2022
37.0,technician,married,secondary,no,430.0,no,no,cellular,27.0,8,154.0,4.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,secondary,no,-6.0,yes,no,,7.0,5,566.0,2.0,-1.0,0.0,unknown,no,2022
71.0,technician,married,tertiary,no,383.0,no,no,cellular,27.0,10,327.0,2.0,183.0,3.0,success,no,2022
27.0,technician,married,secondary,no,130.0,yes,no,cellular,7.0,5,265.0,3.0,-1.0,0.0,unknown,no,2022
38.0,blue-collar,married,primary,no,2569.0,no,no,,9.0,6,172.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,secondary,no,201.0,no,no,cellular,22.0,7,257.0,2.0,-1.0,0.0,unknown,no,2022
54.0,retired,divorced,tertiary,no,0.0,no,no,,13.0,5,618.0,1.0,-1.0,0.0,unknown,yes,2022
30.0,blue-collar,married,secondary,no,6.0,yes,no,cellular,28.0,1,241.0,3.0,-1.0,0.0,unknown,no,2022
35.0,entrepreneur,single,secondary,no,475.0,no,yes,cellular,21.0,7,936.0,4.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,single,secondary,no,706.0,yes,no,cellular,7.0,4,329.0,1.0,322.0,1.0,failure,no,2022
36.0,management,married,secondary,no,1825.0,yes,no,cellular,14.0,5,24.0,1.0,346.0,1.0,failure,no,2022
59.0,self-employed,married,tertiary,no,185.0,no,no,cellular,22.0,6,177.0,5.0,138.0,1.0,failure,no,2022
72.0,blue-collar,married,primary,no,4415.0,no,no,telephone,13.0,10,120.0,1.0,-1.0,0.0,unknown,no,2022
64.0,management,married,tertiary,no,679.0,no,no,telephone,22.0,4,135.0,3.0,-1.0,0.0,unknown,no,2022
53.0,technician,divorced,secondary,no,320.0,no,no,cellular,9.0,7,175.0,1.0,-1.0,0.0,unknown,no,2022
35.0,management,single,tertiary,no,2988.0,yes,no,cellular,25.0,5,179.0,1.0,-1.0,0.0,unknown,no,2022
58.0,self-employed,married,secondary,no,1407.0,yes,no,,30.0,5,58.0,1.0,-1.0,0.0,unknown,no,2022
40.0,technician,married,secondary,no,1270.0,no,no,cellular,17.0,4,342.0,2.0,-1.0,0.0,unknown,no,2022
41.0,services,divorced,secondary,no,654.0,yes,no,cellular,13.0,5,139.0,2.0,-1.0,0.0,unknown,no,2022
48.0,retired,married,primary,no,5173.0,yes,no,,18.0,6,88.0,8.0,-1.0,0.0,unknown,no,2022
44.0,entrepreneur,married,tertiary,no,3463.0,yes,yes,cellular,28.0,8,210.0,3.0,-1.0,0.0,unknown,no,2022
39.0,blue-collar,married,unknown,no,0.0,no,no,cellular,2.0,2,731.0,1.0,193.0,3.0,failure,no,2022
61.0,management,married,tertiary,no,,no,no,cellular,2.0,2,670.0,3.0,-1.0,0.0,unknown,yes,2022
36.0,entrepreneur,married,primary,no,177.0,yes,no,,12.0,5,63.0,5.0,-1.0,0.0,unknown,no,2022
28.0,management,married,tertiary,no,3694.0,no,yes,cellular,8.0,7,70.0,2.0,-1.0,0.0,unknown,no,2022
58.0,retired,single,secondary,no,1640.0,no,yes,cellular,4.0,2,72.0,6.0,274.0,4.0,failure,no,2022
60.0,admin.,divorced,secondary,no,174.0,yes,no,cellular,15.0,5,241.0,1.0,364.0,1.0,failure,no,2022
66.0,admin.,single,secondary,no,10177.0,no,no,cellular,5.0,5,272.0,4.0,-1.0,0.0,unknown,no,2022
36.0,management,single,tertiary,no,490.0,no,no,cellular,28.0,8,207.0,8.0,98.0,1.0,failure,yes,2022
49.0,self-employed,married,secondary,no,2576.0,yes,no,cellular,15.0,5,64.0,6.0,-1.0,0.0,unknown,no,2022
40.0,services,married,secondary,no,0.0,no,no,,12.0,6,543.0,2.0,-1.0,0.0,unknown,no,2022
23.0,technician,single,secondary,no,598.0,no,no,cellular,30.0,4,166.0,1.0,-1.0,0.0,unknown,no,2022
29.0,management,single,tertiary,no,15459.0,no,no,cellular,26.0,5,245.0,3.0,97.0,7.0,success,no,2022
44.0,blue-collar,married,primary,no,271.0,yes,yes,,9.0,5,94.0,1.0,-1.0,0.0,unknown,no,2022
54.0,,married,unknown,no,2508.0,no,no,,20.0,6,34.0,8.0,-1.0,0.0,unknown,no,2022
47.0,blue-collar,married,primary,no,320.0,no,no,telephone,30.0,7,203.0,2.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,tertiary,no,640.0,no,no,cellular,24.0,7,318.0,1.0,-1.0,0.0,unknown,no,2022
30.0,self-employed,married,secondary,no,1772.0,yes,no,cellular,13.0,4,158.0,4.0,-1.0,0.0,unknown,no,2022
27.0,admin.,single,secondary,no,15.0,no,yes,cellular,21.0,7,177.0,1.0,-1.0,0.0,unknown,no,2022
49.0,management,divorced,tertiary,no,2370.0,yes,yes,,17.0,11,56.0,1.0,103.0,2.0,other,no,2022
27.0,services,single,secondary,no,201.0,yes,no,,4.0,6,172.0,2.0,-1.0,0.0,unknown,no,2022
51.0,blue-collar,married,secondary,no,160.0,yes,no,cellular,7.0,5,136.0,1.0,359.0,1.0,failure,no,2022
32.0,admin.,divorced,secondary,yes,5.0,yes,yes,cellular,18.0,5,82.0,3.0,363.0,2.0,other,no,2022
30.0,blue-collar,single,secondary,no,75.0,yes,no,,16.0,5,123.0,1.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,secondary,no,4902.0,yes,no,cellular,20.0,11,110.0,1.0,,0.0,unknown,no,2022
27.0,blue-collar,single,primary,no,-79.0,yes,no,,30.0,5,385.0,5.0,-1.0,0.0,unknown,no,2022
75.0,retired,divorced,secondary,no,1341.0,no,no,cellular,18.0,12,415.0,7.0,-1.0,0.0,unknown,yes,2022
37.0,services,divorced,secondary,no,490.0,yes,no,cellular,2.0,2,73.0,1.0,-1.0,0.0,unknown,no,2022
36.0,technician,single,secondary,no,1521.0,yes,no,,16.0,6,243.0,2.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,secondary,no,131.0,yes,no,,9.0,5,137.0,2.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,8.0,yes,no,,23.0,5,55.0,4.0,-1.0,0.0,unknown,no,2022
32.0,services,married,secondary,no,-632.0,yes,yes,cellular,20.0,4,18.0,5.0,-1.0,0.0,unknown,no,2022
32.0,admin.,single,secondary,no,116.0,no,yes,cellular,16.0,7,255.0,2.0,-1.0,0.0,unknown,no,2022
35.0,admin.,married,primary,no,,yes,no,cellular,11.0,5,95.0,1.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,primary,no,2.0,yes,yes,cellular,10.0,7,112.0,1.0,-1.0,0.0,unknown,no,2022
28.0,blue-collar,single,secondary,no,4229.0,yes,yes,cellular,5.0,5,205.0,2.0,-1.0,0.0,unknown,no,2022
27.0,services,married,secondary,no,54.0,yes,no,cellular,18.0,5,97.0,1.0,370.0,1.0,failure,no,2022
22.0,student,single,unknown,no,549.0,no,no,cellular,2.0,9,154.0,1.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,married,primary,no,298.0,yes,no,cellular,13.0,5,135.0,2.0,370.0,2.0,failure,no,2022
69.0,retired,married,primary,no,579.0,no,no,cellular,14.0,8,230.0,1.0,-1.0,0.0,unknown,no,2022
37.0,entrepreneur,single,tertiary,no,1467.0,yes,yes,cellular,17.0,11,349.0,1.0,-1.0,0.0,unknown,no,2022
45.0,admin.,single,secondary,no,0.0,yes,no,cellular,8.0,5,38.0,1.0,-1.0,0.0,unknown,no,2022
47.0,management,married,tertiary,no,109.0,yes,no,cellular,22.0,7,268.0,1.0,-1.0,0.0,unknown,no,2022
52.0,management,married,tertiary,no,-11.0,yes,no,cellular,11.0,5,94.0,4.0,-1.0,0.0,unknown,no,2022
33.0,services,married,secondary,no,90.0,yes,no,cellular,28.0,7,263.0,2.0,-1.0,0.0,unknown,no,2022
60.0,blue-collar,married,primary,no,493.0,no,no,cellular,18.0,8,671.0,4.0,-1.0,0.0,unknown,yes,2022
33.0,management,divorced,secondary,no,1897.0,yes,yes,,2.0,6,197.0,1.0,-1.0,0.0,unknown,no,2022
44.0,admin.,married,secondary,no,2403.0,yes,no,cellular,28.0,1,180.0,2.0,-1.0,0.0,unknown,no,2022
38.0,entrepreneur,married,secondary,no,868.0,no,no,cellular,20.0,11,452.0,2.0,-1.0,0.0,unknown,no,2022
54.0,entrepreneur,married,secondary,no,653.0,yes,no,,15.0,5,352.0,1.0,-1.0,0.0,unknown,no,2022
32.0,unemployed,divorced,primary,no,0.0,no,no,cellular,15.0,7,175.0,4.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,secondary,no,0.0,yes,yes,cellular,19.0,11,163.0,2.0,-1.0,0.0,unknown,no,2022
55.0,services,divorced,secondary,no,218.0,yes,no,,29.0,5,200.0,2.0,-1.0,0.0,unknown,no,2022
51.0,blue-collar,married,primary,no,5050.0,no,yes,,16.0,6,75.0,7.0,-1.0,0.0,unknown,no,2022
48.0,blue-collar,married,secondary,no,741.0,yes,no,cellular,16.0,4,227.0,1.0,-1.0,0.0,unknown,no,2022
37.0,services,single,secondary,no,1050.0,yes,no,cellular,3.0,2,586.0,3.0,-1.0,0.0,unknown,no,2022
33.0,services,single,secondary,no,-56.0,no,yes,cellular,10.0,7,119.0,5.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,married,primary,no,1.0,yes,yes,telephone,22.0,7,80.0,2.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,married,primary,no,-98.0,yes,yes,cellular,12.0,5,112.0,2.0,330.0,3.0,other,no,2022
49.0,technician,married,secondary,no,4667.0,yes,no,,19.0,5,130.0,2.0,-1.0,0.0,unknown,no,2022
54.0,unemployed,married,primary,no,541.0,yes,no,cellular,3.0,2,237.0,3.0,-1.0,0.0,unknown,no,2022
31.0,unemployed,married,tertiary,no,7744.0,no,no,cellular,26.0,8,377.0,8.0,-1.0,0.0,unknown,no,2022
54.0,,married,unknown,no,895.0,no,no,cellular,7.0,10,335.0,1.0,-1.0,0.0,unknown,yes,2022
36.0,unemployed,married,secondary,no,-129.0,yes,no,cellular,29.0,7,121.0,3.0,-1.0,0.0,unknown,no,2022
30.0,admin.,married,secondary,no,0.0,no,no,cellular,15.0,7,127.0,5.0,-1.0,0.0,unknown,no,2022
27.0,technician,single,secondary,no,158.0,no,no,,1.0,7,650.0,2.0,-1.0,0.0,unknown,yes,2022
30.0,admin.,married,secondary,no,122.0,yes,no,,16.0,5,107.0,1.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,married,secondary,no,673.0,yes,no,,20.0,5,610.0,2.0,-1.0,0.0,unknown,no,2022
35.0,technician,divorced,secondary,no,0.0,no,no,cellular,25.0,8,124.0,4.0,-1.0,0.0,unknown,no,2022
33.0,services,divorced,secondary,no,411.0,yes,no,,8.0,5,216.0,1.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,divorced,primary,no,-97.0,yes,yes,cellular,31.0,7,747.0,4.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,married,secondary,no,-217.0,yes,no,cellular,11.0,5,313.0,1.0,349.0,3.0,other,no,2022
41.0,management,divorced,tertiary,no,5037.0,no,no,cellular,23.0,4,252.0,9.0,185.0,5.0,other,yes,2022
46.0,admin.,divorced,secondary,no,2232.0,no,no,cellular,13.0,2,121.0,1.0,-1.0,0.0,unknown,yes,2022
54.0,blue-collar,married,secondary,no,-932.0,yes,no,,7.0,5,799.0,1.0,-1.0,0.0,unknown,no,2022
32.0,management,married,tertiary,no,913.0,yes,no,cellular,23.0,6,883.0,1.0,674.0,4.0,failure,no,2022
30.0,technician,single,tertiary,no,236.0,yes,no,,16.0,5,197.0,1.0,-1.0,0.0,unknown,no,2022
40.0,entrepreneur,married,primary,no,0.0,yes,no,cellular,11.0,7,271.0,2.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,married,primary,no,2581.0,no,no,,12.0,5,221.0,2.0,-1.0,0.0,unknown,no,2022
27.0,admin.,married,secondary,no,639.0,no,yes,cellular,14.0,7,243.0,3.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,married,primary,no,849.0,yes,no,,15.0,5,72.0,1.0,-1.0,0.0,unknown,no,2022
54.0,services,married,secondary,no,386.0,yes,no,cellular,2.0,8,155.0,2.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,1218.0,yes,no,telephone,28.0,1,70.0,2.0,-1.0,0.0,unknown,no,2022
31.0,management,married,tertiary,no,2603.0,yes,no,cellular,11.0,2,280.0,4.0,-1.0,0.0,unknown,yes,2022
42.0,blue-collar,married,secondary,no,-921.0,yes,no,,26.0,5,115.0,2.0,-1.0,0.0,unknown,no,2022
48.0,admin.,married,primary,no,607.0,no,no,,20.0,6,29.0,2.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,primary,no,79.0,yes,no,cellular,14.0,5,406.0,2.0,-1.0,0.0,unknown,no,2022
55.0,technician,divorced,secondary,no,61.0,yes,yes,cellular,25.0,8,113.0,3.0,-1.0,0.0,unknown,no,2022
49.0,technician,married,secondary,no,1091.0,no,no,telephone,30.0,7,47.0,2.0,-1.0,0.0,unknown,no,2022
46.0,management,divorced,tertiary,no,743.0,no,no,,5.0,6,36.0,2.0,-1.0,0.0,unknown,no,2022
47.0,entrepreneur,married,unknown,no,209.0,yes,no,,6.0,5,135.0,2.0,-1.0,0.0,unknown,no,2022
24.0,management,single,tertiary,no,172.0,no,no,cellular,3.0,7,67.0,2.0,-1.0,0.0,unknown,no,2022
58.0,entrepreneur,married,secondary,no,2.0,no,no,,16.0,6,684.0,1.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,41.0,no,no,cellular,21.0,8,686.0,5.0,-1.0,0.0,unknown,yes,2022
25.0,student,single,secondary,no,1116.0,yes,no,cellular,2.0,3,170.0,3.0,,0.0,unknown,no,2022
49.0,blue-collar,married,secondary,no,-55.0,no,no,,17.0,6,150.0,3.0,-1.0,0.0,unknown,no,2022
59.0,retired,divorced,secondary,no,5845.0,no,no,cellular,14.0,5,1060.0,2.0,-1.0,0.0,unknown,yes,2022
30.0,management,single,tertiary,no,329.0,yes,no,,6.0,6,122.0,16.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,secondary,no,494.0,yes,no,,26.0,5,724.0,1.0,-1.0,0.0,unknown,no,2022
42.0,management,married,unknown,no,1519.0,no,no,cellular,19.0,10,230.0,1.0,92.0,1.0,success,yes,2022
37.0,entrepreneur,married,tertiary,no,2685.0,no,no,,20.0,6,187.0,2.0,-1.0,0.0,unknown,no,2022
44.0,blue-collar,married,primary,no,-14.0,yes,yes,,19.0,5,179.0,4.0,-1.0,0.0,unknown,no,2022
49.0,services,married,secondary,no,5673.0,no,yes,cellular,4.0,8,357.0,3.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,married,secondary,no,1459.0,no,no,,5.0,6,82.0,1.0,-1.0,0.0,unknown,no,2022
48.0,technician,married,tertiary,no,0.0,no,no,telephone,26.0,8,176.0,15.0,-1.0,0.0,unknown,no,2022
31.0,management,married,secondary,no,625.0,yes,no,cellular,7.0,4,424.0,1.0,138.0,1.0,failure,no,2022
37.0,student,married,unknown,no,0.0,no,no,,18.0,6,115.0,1.0,-1.0,0.0,unknown,no,2022
51.0,services,married,secondary,no,867.0,yes,no,cellular,3.0,2,177.0,2.0,211.0,3.0,failure,no,2022
80.0,retired,married,secondary,no,8304.0,no,no,telephone,9.0,6,712.0,1.0,64.0,12.0,failure,yes,2022
32.0,management,single,tertiary,no,151.0,yes,no,,6.0,5,118.0,1.0,-1.0,0.0,unknown,no,2022
48.0,services,married,primary,yes,-583.0,yes,no,,2.0,6,25.0,7.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,married,tertiary,no,1784.0,no,no,,12.0,6,753.0,1.0,-1.0,0.0,unknown,no,2022
30.0,management,married,tertiary,no,3134.0,yes,no,cellular,17.0,7,124.0,1.0,-1.0,0.0,unknown,no,2022
27.0,self-employed,single,secondary,no,49.0,yes,no,cellular,30.0,1,208.0,2.0,-1.0,0.0,unknown,no,2022
34.0,technician,married,secondary,no,-346.0,no,no,cellular,13.0,8,136.0,4.0,-1.0,0.0,unknown,no,2022
49.0,management,married,secondary,no,1623.0,yes,no,cellular,19.0,11,1081.0,2.0,-1.0,0.0,unknown,yes,2022
48.0,management,married,tertiary,no,60.0,no,no,telephone,7.0,5,376.0,2.0,339.0,7.0,failure,no,2022
40.0,services,married,secondary,no,17.0,no,no,cellular,4.0,6,78.0,1.0,-1.0,0.0,unknown,no,2022
38.0,blue-collar,married,secondary,no,2008.0,yes,no,cellular,18.0,11,354.0,1.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,primary,no,91.0,yes,no,cellular,6.0,5,29.0,1.0,356.0,2.0,failure,no,2022
41.0,entrepreneur,married,tertiary,no,171.0,yes,no,cellular,19.0,11,209.0,1.0,191.0,4.0,failure,no,2022
28.0,management,single,tertiary,no,1027.0,yes,no,cellular,14.0,5,433.0,1.0,-1.0,0.0,unknown,no,2022
51.0,services,married,unknown,no,5801.0,yes,no,,29.0,5,147.0,2.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,divorced,primary,no,,yes,no,telephone,11.0,5,41.0,2.0,300.0,5.0,failure,no,2022
26.0,management,single,tertiary,no,205.0,no,no,,26.0,5,111.0,1.0,-1.0,0.0,unknown,no,2022
34.0,admin.,single,secondary,no,852.0,no,no,cellular,14.0,4,108.0,2.0,-1.0,0.0,unknown,no,2022
27.0,blue-collar,married,secondary,yes,-584.0,yes,no,cellular,7.0,5,411.0,2.0,-1.0,0.0,unknown,no,2022
42.0,self-employed,married,secondary,no,97.0,no,no,cellular,10.0,7,108.0,2.0,-1.0,0.0,unknown,no,2022
45.0,admin.,married,secondary,no,204.0,yes,no,cellular,3.0,6,224.0,2.0,-1.0,0.0,unknown,yes,2022
31.0,technician,single,secondary,no,628.0,yes,no,,12.0,5,1083.0,2.0,-1.0,0.0,unknown,no,2022
32.0,management,single,tertiary,no,311.0,no,no,,12.0,5,757.0,2.0,-1.0,0.0,unknown,yes,2022
39.0,blue-collar,married,primary,no,1564.0,no,no,,17.0,6,57.0,1.0,-1.0,0.0,unknown,no,2022
26.0,blue-collar,single,secondary,no,856.0,yes,yes,cellular,30.0,7,95.0,5.0,-1.0,0.0,unknown,no,2022
40.0,management,single,tertiary,no,1509.0,no,no,cellular,15.0,3,144.0,2.0,124.0,1.0,failure,no,2022
52.0,services,married,secondary,no,-888.0,no,no,cellular,16.0,7,135.0,1.0,-1.0,0.0,unknown,no,2022
40.0,technician,single,tertiary,no,226.0,no,no,cellular,15.0,1,176.0,2.0,-1.0,0.0,unknown,no,2022
48.0,technician,married,secondary,no,127.0,no,yes,cellular,7.0,8,524.0,5.0,-1.0,0.0,unknown,no,2022
31.0,services,married,secondary,no,413.0,yes,no,,13.0,5,65.0,1.0,-1.0,0.0,unknown,no,2022
27.0,admin.,married,secondary,no,710.0,yes,yes,cellular,6.0,5,653.0,1.0,334.0,2.0,success,yes,2022
47.0,technician,married,secondary,no,1233.0,yes,no,,11.0,9,91.0,1.0,100.0,2.0,other,yes,2022
28.0,management,single,secondary,no,171.0,no,no,cellular,10.0,3,93.0,1.0,-1.0,0.0,unknown,yes,2022
40.0,management,divorced,tertiary,no,69.0,yes,no,cellular,6.0,5,503.0,2.0,280.0,2.0,failure,no,2022
34.0,admin.,married,secondary,no,1499.0,yes,no,cellular,13.0,4,186.0,1.0,327.0,2.0,failure,no,2022
29.0,self-employed,married,tertiary,no,751.0,yes,no,,23.0,5,121.0,2.0,-1.0,0.0,unknown,no,2022
36.0,management,married,tertiary,no,61.0,no,yes,cellular,19.0,8,452.0,2.0,-1.0,0.0,unknown,no,2022
83.0,retired,married,primary,no,425.0,no,no,telephone,22.0,6,883.0,1.0,140.0,1.0,failure,yes,2022
55.0,services,divorced,primary,no,2923.0,yes,no,,15.0,5,104.0,2.0,-1.0,0.0,unknown,no,2022
43.0,management,divorced,tertiary,no,99.0,no,no,cellular,29.0,1,24.0,3.0,-1.0,0.0,unknown,no,2022
23.0,student,single,secondary,no,1021.0,no,no,telephone,19.0,6,79.0,9.0,-1.0,0.0,unknown,no,2022
44.0,technician,married,tertiary,no,1146.0,no,no,cellular,4.0,7,178.0,2.0,-1.0,0.0,unknown,no,2022
58.0,blue-collar,married,primary,no,781.0,yes,no,cellular,15.0,5,74.0,2.0,-1.0,0.0,unknown,no,2022
29.0,admin.,single,secondary,no,1448.0,no,no,cellular,10.0,3,217.0,1.0,184.0,7.0,other,no,2022
30.0,management,single,tertiary,no,604.0,no,yes,cellular,2.0,2,475.0,1.0,-1.0,0.0,unknown,no,2022
29.0,admin.,single,secondary,no,-194.0,yes,no,cellular,7.0,5,127.0,1.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,secondary,no,0.0,no,no,cellular,11.0,3,101.0,1.0,-1.0,0.0,unknown,no,2022
35.0,housemaid,married,primary,no,0.0,yes,no,cellular,14.0,7,340.0,3.0,-1.0,0.0,unknown,no,2022
31.0,technician,single,secondary,no,1014.0,yes,no,cellular,23.0,7,158.0,4.0,-1.0,0.0,unknown,no,2022
27.0,admin.,single,tertiary,no,73.0,no,no,cellular,29.0,1,242.0,1.0,-1.0,0.0,unknown,no,2022
47.0,services,married,secondary,no,2597.0,yes,no,,16.0,5,323.0,1.0,-1.0,0.0,unknown,no,2022
53.0,self-employed,married,tertiary,no,2627.0,yes,yes,,16.0,6,18.0,30.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,1906.0,yes,no,cellular,14.0,7,68.0,3.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,primary,no,-319.0,yes,yes,cellular,9.0,7,134.0,4.0,-1.0,0.0,unknown,no,2022
36.0,management,married,tertiary,no,-296.0,yes,no,cellular,14.0,5,113.0,3.0,-1.0,0.0,unknown,no,2022
40.0,technician,married,secondary,no,169.0,yes,no,cellular,18.0,8,43.0,4.0,-1.0,0.0,unknown,no,2022
37.0,self-employed,single,tertiary,no,556.0,no,no,,17.0,6,200.0,2.0,-1.0,0.0,unknown,no,2022
65.0,retired,divorced,unknown,no,300.0,no,no,cellular,2.0,8,245.0,2.0,-1.0,0.0,unknown,no,2022
53.0,technician,divorced,secondary,no,751.0,yes,no,,16.0,5,343.0,4.0,-1.0,0.0,unknown,no,2022
28.0,technician,single,secondary,no,126.0,no,no,cellular,3.0,3,229.0,1.0,-1.0,0.0,unknown,no,2022
33.0,technician,divorced,tertiary,no,-386.0,yes,no,,23.0,5,530.0,1.0,-1.0,0.0,unknown,no,2022
56.0,blue-collar,married,primary,no,379.0,no,no,cellular,13.0,8,58.0,5.0,-1.0,0.0,unknown,no,2022
45.0,self-employed,married,secondary,no,706.0,no,no,cellular,30.0,4,78.0,2.0,,1.0,success,no,2022
39.0,technician,married,secondary,no,9121.0,no,no,,5.0,6,147.0,1.0,-1.0,0.0,unknown,no,2022
28.0,management,single,tertiary,no,1466.0,yes,no,cellular,25.0,7,40.0,1.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,married,primary,no,0.0,yes,no,cellular,18.0,11,618.0,2.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,married,primary,no,951.0,yes,no,cellular,20.0,4,23.0,4.0,-1.0,0.0,unknown,no,2022
46.0,admin.,married,secondary,no,368.0,no,no,cellular,20.0,8,293.0,1.0,90.0,4.0,other,yes,2022
41.0,blue-collar,married,secondary,no,121.0,yes,no,cellular,13.0,5,16.0,6.0,176.0,5.0,other,no,2022
59.0,services,married,secondary,no,204.0,no,no,cellular,23.0,7,286.0,2.0,-1.0,0.0,unknown,no,2022
24.0,admin.,married,secondary,no,299.0,yes,no,cellular,6.0,5,209.0,1.0,321.0,1.0,failure,no,2022
34.0,management,married,tertiary,no,4170.0,yes,no,,21.0,5,935.0,1.0,-1.0,0.0,unknown,no,2022
40.0,blue-collar,married,primary,no,-335.0,yes,no,,27.0,5,260.0,1.0,-1.0,0.0,unknown,no,2022
42.0,admin.,married,secondary,no,3165.0,yes,no,,16.0,6,298.0,4.0,-1.0,0.0,unknown,no,2022
50.0,services,married,secondary,no,254.0,yes,no,cellular,15.0,4,397.0,2.0,337.0,1.0,failure,no,2022
25.0,management,single,tertiary,no,553.0,yes,no,cellular,17.0,9,113.0,4.0,479.0,1.0,failure,no,2022
51.0,services,divorced,secondary,no,518.0,yes,no,telephone,17.0,11,76.0,1.0,-1.0,0.0,unknown,no,2022
50.0,management,married,tertiary,no,85.0,no,yes,cellular,1.0,6,141.0,1.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,unknown,no,603.0,yes,no,,23.0,5,773.0,2.0,-1.0,0.0,unknown,no,2022
21.0,services,single,secondary,no,361.0,no,no,telephone,5.0,6,329.0,1.0,95.0,1.0,other,no,2022
52.0,blue-collar,married,secondary,no,-98.0,yes,no,,7.0,5,423.0,1.0,-1.0,0.0,unknown,no,2022
55.0,retired,married,primary,no,4424.0,no,no,cellular,5.0,8,67.0,4.0,-1.0,0.0,unknown,no,2022
26.0,technician,single,secondary,no,2610.0,yes,yes,,2.0,6,626.0,1.0,-1.0,0.0,unknown,no,2022
38.0,technician,married,tertiary,no,3234.0,no,no,cellular,18.0,11,578.0,2.0,-1.0,0.0,unknown,yes,2022
32.0,blue-collar,married,secondary,no,687.0,yes,no,,9.0,5,61.0,1.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,631.0,yes,no,,23.0,5,248.0,4.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,secondary,no,341.0,no,yes,cellular,29.0,1,136.0,1.0,262.0,3.0,failure,no,2022
33.0,technician,single,tertiary,no,316.0,no,no,cellular,21.0,8,126.0,3.0,-1.0,0.0,unknown,no,2022
35.0,technician,married,secondary,no,2.0,no,no,telephone,28.0,1,653.0,3.0,-1.0,0.0,unknown,no,2022
44.0,management,married,unknown,no,415.0,yes,no,telephone,14.0,5,7.0,7.0,-1.0,0.0,unknown,no,2022
48.0,management,divorced,tertiary,no,507.0,yes,no,cellular,9.0,4,528.0,1.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,married,secondary,no,912.0,yes,no,cellular,13.0,5,785.0,1.0,-1.0,0.0,unknown,no,2022
50.0,management,married,tertiary,no,0.0,no,no,cellular,9.0,7,243.0,5.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,primary,no,37.0,yes,no,cellular,13.0,5,24.0,2.0,362.0,1.0,other,no,2022
44.0,admin.,single,secondary,no,2524.0,no,no,,19.0,6,82.0,1.0,-1.0,0.0,unknown,no,2022
36.0,unemployed,single,tertiary,no,9019.0,yes,no,,11.0,6,952.0,3.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,divorced,unknown,no,39.0,yes,no,cellular,13.0,5,27.0,5.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,0.0,yes,no,,5.0,5,143.0,1.0,-1.0,0.0,unknown,no,2022
49.0,technician,divorced,secondary,no,265.0,yes,no,,12.0,5,274.0,6.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,16.0,4,1174.0,1.0,345.0,4.0,other,yes,2022
57.0,admin.,divorced,unknown,no,,no,no,cellular,20.0,11,915.0,1.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,primary,no,1520.0,yes,no,cellular,5.0,2,115.0,1.0,-1.0,0.0,unknown,no,2022
